6000	3	2.1030	0.0670	0.0400
6000	4	2.1139	0.1240	0.0550
6000	5	2.1460	0.2030	0.0670
6000	3	2.0795	0.0470	0.0150
6000	4	2.0496	0.0300	0.0150
6000	5	2.0599	0.0480	0.0190
6000	6	2.0691	0.0730	0.0240
6000	7	2.0736	0.0800	0.0250
6000	8	2.0726	0.0920	0.0300
6000	9	2.0696	0.0970	0.0340
6000	10	2.0747	0.1100	0.0390
